elapsed_time_sec,temperature_c,humidity_pct,pressure_hpa
2.889e-06,24.91955,49.90398,1012.94727
0.10008033,24.94023,49.920803,1012.9362
0.20170364,25.054039,50.322777,1013.01135
0.30006674,24.96781,49.575672,1012.9504
0.4000765,25.133324,49.979416,1013.00385
0.500068,24.918484,50.126736,1012.9704
0.6000663,25.022242,50.1253,1012.9647
0.70006543,24.990791,50.183002,1012.9626
0.8000686,24.992706,50.13142,1013.07275
0.90006685,24.96821,49.730206,1012.96466
1.0000402,24.960552,50.22897,1013.0513
1.1001151,25.047432,49.969246,1013.05096
1.2000846,25.025444,49.93354,1012.93726
1.3000695,25.054502,49.86741,1012.9478
1.4000628,25.03965,50.022987,1013.054
1.5000631,25.072422,50.18601,1012.9435
1.6000642,25.037428,49.94711,1013.04205
1.7000669,25.05096,49.93966,1012.9448
1.8000739,24.972565,50.172234,1013.03644
1.9003518,25.02707,50.158497,1013.0019
2.0000849,25.06437,49.5077,1013.0379
2.100075,25.015108,49.9746,1012.94324
2.2000763,25.035242,50.07486,1013.0483
2.3000693,25.003557,49.964424,1012.97266
2.4000707,25.007683,50.3365,1013.0426
2.500073,25.014528,49.807716,1012.949
2.6000652,25.028118,49.718796,1012.9733
2.7000675,24.992966,49.65697,1012.9854
2.8000703,25.024649,49.85803,1013.04846
2.9000676,24.968817,49.846455,1013.02545
3.0000641,25.018211,49.83187,1013.0459
3.1000834,24.981829,49.6699,1012.9967
3.200099,24.961111,49.8367,1013.0749
3.3000848,25.032244,50.089058,1012.90265
3.40011,25.002464,49.819267,1013.00073
3.5001097,24.945667,49.882744,1013.0602
3.6000876,25.04454,49.9336,1013.0658
3.7001042,25.014227,50.202915,1013.09784
3.800087,25.00827,50.30309,1012.94763
3.9000764,25.002792,49.472153,1013.01117
4.000092,25.080133,50.002857,1012.976
4.100085,24.967934,49.89433,1012.99866
4.200141,25.018003,49.981133,1013.0912
4.300095,25.12872,50.02106,1012.9393
4.400084,25.052431,50.10944,1012.9439
4.5000844,24.988806,50.283085,1013.00446
4.6000915,24.987127,49.68638,1013.0042
4.7001047,25.092928,50.326397,1013.0362
4.800078,25.086176,50.300865,1013.0044
4.9000826,25.070581,50.06256,1013.04346
5.0000873,25.039553,49.935844,1012.86224
5.100086,24.961155,50.07516,1013.0653
5.200125,25.030552,49.94129,1012.94403
5.3000855,25.069145,50.166943,1012.9673
5.4000854,25.005344,50.03693,1013.03357
5.500084,25.062147,49.880615,1012.97534
5.6000853,25.01395,49.940624,1013.0
5.700108,25.03653,50.040356,1013.02185
5.8000865,25.122034,49.91277,1012.99634
5.900086,25.053371,49.98934,1012.9567
6.0000734,25.019281,50.25013,1013.06537
6.1000676,24.951008,50.09634,1013.0962
6.2001987,24.986637,49.888973,1012.98956
6.30007,25.140045,50.0524,1012.9422
6.4000645,25.047455,50.437218,1012.97034
6.5000653,25.056744,50.169334,1013.0337
6.600065,25.1505,49.895348,1012.92755
6.700083,25.025301,50.02635,1013.0215
6.800073,25.050444,50.035748,1012.96216
6.9000707,25.004856,50.443016,1013.01013
7.0000677,25.12713,50.0454,1013.0009
7.100065,25.01558,50.136074,1012.9526
7.2000847,24.957087,49.95163,1013.0766
7.300078,25.087833,50.102917,1012.9506
7.4000654,25.024221,49.778603,1012.9812
7.500064,25.09683,49.955173,1012.9056
7.600064,25.07758,49.921917,1013.02423
7.7000837,25.069933,50.21398,1013.0419
7.8000746,25.074965,50.15154,1012.9531
7.900064,25.05648,50.326855,1013.0085
8.000066,25.025337,49.923584,1012.9999
8.100063,25.073761,50.032776,1013.04694
8.200076,25.056675,50.132435,1012.96246
8.3000765,25.122702,50.1436,1013.0472
8.400065,25.023308,49.77205,1013.0342
8.500065,25.01742,50.18767,1013.01404
8.600063,25.08017,50.110855,1013.06866
8.700074,25.000662,50.129684,1012.99866
8.800076,25.13646,49.962917,1012.95984
8.9000635,25.133806,50.17531,1013.0602
9.000063,25.063536,50.266647,1013.15063
9.100064,25.093744,49.939995,1012.98254
9.200076,25.054382,49.87733,1013.0464
9.300077,25.013882,49.80748,1012.9555
9.4000635,24.95243,50.287827,1013.0004
9.500063,25.008574,50.216637,1012.93054
9.600063,25.101986,50.37694,1013.013
9.700076,25.045269,50.016365,1013.04285
9.800074,25.033073,50.26432,1012.9906
9.900064,25.053051,49.98563,1012.9317
10.000066,25.13136,50.37131,1012.95447
10.100063,25.0545,50.174767,1013.0525
10.200077,25.114408,49.747475,1013.0161
10.30007,24.953432,50.580315,1013.0452
10.4000635,24.996332,50.147823,1013.0095
10.500062,24.972837,50.002945,1012.99054
10.600062,25.036959,50.520832,1012.9869
10.700084,25.066683,50.514164,1013.075
10.800102,25.024591,49.775414,1012.9704
10.900093,25.067423,49.94877,1013.08203
11.000089,25.07994,49.90641,1013.0062
11.100088,24.994879,50.32877,1013.01776
11.200111,25.040724,50.27317,1012.96985
11.300085,25.0591,50.30934,1012.94635
11.400094,25.108942,50.336433,1013.01855
11.500087,25.051872,49.968166,1013.11365
11.600091,25.018318,50.09676,1012.9391
11.70264,25.061064,49.784496,1012.99554
11.800073,25.094553,50.26865,1013.04047
11.900068,25.063622,50.07799,1012.9914
12.000067,25.041807,50.057537,1013.016
12.100064,25.046162,49.925034,1012.97675
12.200334,25.118147,49.98394,1013.0314
12.300074,25.100874,49.951214,1013.0256
12.400066,25.026878,50.567142,1013.032
12.500067,25.148396,50.01463,1013.0145
12.600064,25.072758,50.025528,1013.06696
12.700078,25.082012,49.836308,1012.9109
12.800073,25.066593,50.104702,1013.0207
12.900065,25.02618,49.883144,1013.0831
13.000067,25.076912,50.313858,1012.96936
13.100065,25.01039,50.682682,1012.8416
13.200084,25.045683,50.105732,1012.9768
13.300074,25.005665,50.053432,1012.98627
13.400065,25.024858,50.2349,1013.0755
13.500064,25.053171,49.871677,1012.9833
13.600066,25.134178,50.1289,1013.01807
13.700079,25.080324,50.15192,1013.0907
13.800076,25.079908,50.02591,1012.96936
13.900065,25.127172,49.884174,1012.9615
14.000066,25.165152,50.41111,1013.12506
14.100066,25.057081,49.82494,1013.09393
14.200076,25.067795,50.383163,1013.061
14.300075,25.12244,49.890495,1012.9133
14.400065,25.119984,50.402607,1013.0339
14.500066,25.005804,49.809944,1013.0908
14.600065,25.182615,49.833237,1013.0404
14.700075,25.050018,50.009224,1013.01514
14.800074,25.127186,49.85344,1013.0139
14.900068,25.040304,50.497562,1012.96906
15.000066,25.111189,50.25795,1013.0761
15.100065,24.970905,50.32883,1013.07
15.20008,25.068247,50.189064,1012.99915
15.300074,25.18193,50.25057,1013.03436
15.400066,25.03578,50.485386,1013.0484
15.500068,25.066267,49.941917,1013.026
15.600068,25.053684,49.572178,1012.98615
15.700234,25.099695,49.973763,1013.0876
15.800076,25.03746,49.964558,1013.00555
15.900067,25.001463,50.083786,1012.9861
16.000069,25.07789,50.312683,1013.0253
16.100065,25.033424,49.947506,1013.069
16.200294,24.971727,50.409966,1012.9935
16.300076,25.068058,50.416637,1012.90924
16.400064,25.109911,50.294754,1012.9519
16.500072,25.083872,50.158157,1013.089
16.600063,24.983067,50.04443,1012.9169
16.70008,25.122463,49.992455,1013.1173
16.8001,25.061747,50.361137,1012.99976
16.900091,25.08593,50.184227,1013.14105
17.000095,25.136496,50.240826,1013.01575
17.100094,25.065039,50.218414,1012.9815
17.20009,25.040773,50.292336,1012.9977
17.30019,25.036243,49.927097,1013.0172
17.400078,25.010262,49.947598,1013.06964
17.5001,25.026886,50.036755,1013.0042
17.600094,25.10649,50.518127,1013.0511
17.70011,25.034058,49.945415,1012.9256
17.800089,25.10703,50.20196,1013.00745
17.900084,25.008478,50.006744,1013.0532
18.000097,25.100737,50.48971,1013.02795
18.10009,25.173105,50.114243,1013.1889
18.200085,25.155342,50.181267,1013.0788
18.30009,25.090391,50.399746,1013.06696
18.40008,25.023214,50.231293,1013.0511
18.500105,25.044306,50.16177,1013.08496
18.600096,25.147114,50.169228,1013.0413
18.70011,25.035904,49.67084,1012.896
18.800085,25.058939,50.18118,1013.01135
18.900078,25.020096,49.957676,1013.0294
19.000095,25.05219,50.02267,1012.9511
19.100096,25.00121,50.12994,1013.03033
19.200092,25.181273,50.56896,1013.041
19.300093,25.002945,50.29865,1013.0205
19.400085,25.142038,50.812347,1013.0231
19.500092,25.109186,50.46356,1012.9924
19.600096,25.03802,50.329086,1013.0203
19.700117,25.104685,50.276314,1012.99634
19.800077,25.217426,50.19538,1013.04755
19.900064,25.191278,50.32334,1012.9296
20.000067,25.17456,50.030556,1013.0409
20.100065,25.082592,49.79325,1013.0677
20.200064,25.12736,50.230316,1013.0901
20.300074,25.080862,50.207172,1012.99585
20.400066,25.109022,50.211243,1013.0667
20.500067,25.101622,50.37521,1013.02704
20.600065,25.08618,49.838665,1012.9873
20.700073,25.130772,50.283764,1013.0061
20.800072,25.084589,50.3422,1013.10706
20.900066,25.144844,50.21301,1012.93536
21.000067,25.18465,50.003418,1012.9699
21.100065,25.137976,50.16169,1012.9324
21.200071,25.145575,50.30828,1013.01324
21.30007,25.090225,50.405434,1012.93835
21.400064,25.080172,50.41655,1013.01184
21.500069,25.08114,49.90789,1013.0431
21.600065,25.223465,49.986256,1012.96655
21.700075,25.047268,50.23763,1013.01044
21.800074,25.10352,50.18236,1012.9846
21.900063,25.112087,50.39974,1012.97504
22.000067,25.151957,49.81325,1012.98694
22.100058,25.095053,50.268654,1012.9776
22.200056,25.173586,50.159504,1013.02203
22.30007,25.11451,49.700775,1012.9635
22.400063,25.109865,50.15406,1012.943
22.500065,25.167324,50.338055,1013.0875
22.600063,25.059273,50.638172,1013.04236
22.700071,25.085825,50.177223,1013.1105
22.80007,25.15762,49.976334,1012.9495
22.900064,25.212849,50.257084,1013.0162
23.000067,25.046219,50.068737,1013.0171
23.100061,25.16999,50.07674,1013.0597
23.200064,25.144043,50.11878,1013.0043
23.30007,25.152609,50.13239,1012.9096
23.400064,25.150885,50.07942,1013.0097
23.500065,25.087461,50.03966,1013.04816
23.600063,25.146202,50.33767,1013.0783
23.70007,25.136368,50.45978,1013.11755
23.80007,25.110939,50.130993,1013.0415
23.900064,25.104477,50.311096,1013.0627
24.000065,25.110048,50.222923,1013.01263
24.100063,25.202925,50.43371,1012.99524
24.200064,25.126198,49.86596,1013.0253
24.300068,25.116495,50.30155,1012.98145
24.400066,25.075691,50.28973,1012.98096
24.500069,25.155334,50.44988,1013.05963
24.600065,25.109314,50.509422,1012.9119
24.700066,25.107098,50.373325,1013.0947
24.80009,25.18023,50.601658,1013.0443
24.900099,25.181421,50.36991,1013.03674
25.000093,25.16967,50.69011,1012.958
25.100092,25.138407,50.41916,1013.05835
25.20009,25.149343,50.276974,1013.10345
25.30008,25.13248,50.376587,1013.04376
25.400093,25.117298,50.157055,1013.0398
25.500097,25.063684,50.313866,1012.9851
25.600096,25.106678,50.22382,1012.9388
25.700104,25.078753,50.184048,1013.03156
25.800077,25.164286,50.16803,1013.0001
25.900087,25.139952,50.12403,1013.00165
26.000086,25.091547,50.097134,1012.9942
26.10009,25.076624,50.533882,1012.97046
26.200085,25.105223,50.1498,1012.93994
26.300074,25.151102,50.112,1012.9625
26.400085,25.180513,50.45201,1012.9383
26.500088,25.182556,50.858902,1013.03467
26.600086,25.168211,50.00973,1012.9614
26.700096,25.08324,50.125015,1013.0489
26.800077,25.04723,50.35153,1013.01965
26.900084,25.110758,50.190224,1013.05396
27.000088,25.132002,50.128277,1012.9467
27.100086,25.203001,50.14183,1013.0687
27.200085,25.215729,50.116695,1013.0236
27.300077,25.162268,50.266487,1013.03314
27.400084,25.184912,50.329533,1013.053
27.500084,25.17225,50.28038,1013.1011
27.600086,25.092438,50.323444,1012.98047
27.70009,25.135849,50.37328,1013.0788
27.800083,25.18067,50.267773,1013.0744
27.90011,25.221516,50.49958,1013.0285
28.00011,25.097342,50.161983,1012.9906
28.100103,25.079573,50.134296,1012.9625
